"Date ","series ","OPEN ","HIGH ","LOW ","PREV. CLOSE ","ltp ","close ","vwap ","52W H ","52W L ","VOLUME ","VALUE ","No of trades "
"02-Aug-2024","EQ","534.00","537.20","522.30","540.40","524.65","524.50","528.74","542.25","226.85","1,09,85,150","5,80,82,55,324.80","1,97,654"
"01-Aug-2024","EQ","535.00","542.25","528.00","522.20","540.30","540.40","536.78","542.25","226.85","3,47,63,894","18,66,06,12,176.20","3,19,396"
"31-Jul-2024","EQ","523.45","525.40","510.50","519.35","522.45","522.20","520.01","527.40","226.85","1,19,72,565","6,22,58,81,878.80","1,32,419"
"30-Jul-2024","EQ","512.15","525.60","509.95","512.15","519.00","519.35","520.62","527.40","226.85","1,31,97,520","6,87,08,90,927.35","1,62,990"
"29-Jul-2024","EQ","514.50","515.70","507.50","509.85","511.95","512.15","512.42","527.40","226.85","72,59,754","3,72,00,64,237.15","1,10,732"
"26-Jul-2024","EQ","498.25","511.70","498.25","494.00","508.45","509.85","508.06","527.40","226.85","2,04,37,968","10,38,38,09,318.05","1,37,819"
"25-Jul-2024","EQ","491.00","503.55","484.00","493.80","496.50","494.00","494.50","527.40","226.85","1,02,81,157","5,08,40,20,259.60","1,17,007"
"24-Jul-2024","EQ","486.70","499.40","485.10","487.00","494.00","493.80","494.98","527.40","226.85","68,23,248","3,37,73,59,578.90","90,411"
"23-Jul-2024","EQ","494.00","495.80","464.55","491.20","485.70","487.00","482.56","527.40","226.85","1,13,11,831","5,45,86,47,001.55","1,76,756"
"22-Jul-2024","EQ","488.00","496.00","483.55","488.00","492.00","491.20","492.11","527.40","226.85","72,81,653","3,58,33,38,680.10","1,20,414"
"19-Jul-2024","EQ","505.30","506.40","486.75","505.25","488.00","488.00","492.19","527.40","226.85","99,71,704","4,90,79,30,945.70","1,48,134"
"18-Jul-2024","EQ","515.35","515.80","501.25","512.45","504.85","505.25","505.06","527.40","226.85","1,25,40,956","6,33,39,93,548.30","1,76,635"
"16-Jul-2024","EQ","498.00","518.40","498.00","497.75","512.75","512.45","512.41","527.40","226.85","2,31,69,665","11,87,24,57,416.65","2,44,258"
"15-Jul-2024","EQ","500.00","503.60","492.55","496.20","497.35","497.75","498.18","527.40","226.85","71,06,020","3,54,01,12,494.80","95,238"
